time,G1120,G1125,G1129,G1135,G1142,G1151,G1155,G1162,G1166,G1179,G1180,G1181,G1182,G1183,G1184,G1185,G1186,G1187,G1188,G1189,G1190,G1191,G1192,G1193,G3501,G3502,G3506,G3507,G3508,G3509,G3511,G3512,G3513,G3514,G3515,G3516,G3517,G3518,G3519,G3520,G3521,G3522,G3523,G3524,G3525,G3526,G3527,G3528,G3529,G3530,G3531,G3532,G3533,G3534,G3535,G3536,G3537,G3538,G3539,G3540,G3541,G3543,G3544,G3546,G3548,G3549,G3550,G3551,G3553,G3554,G3555,G3556,G3557,G3558,G3559,G3560,G3561,G3562,G3563,G3564,G3565,G3566,G3567,G3570,G3572,G3573,G3574,G3575,G3576,G3577,G3578,G3579,G3580,G3581,G3582,G3585,G3627,G3630,G3634,G3635,G3636,G3640,G3641,G3643,G3645,G3649,G3659,G3666,G3671,G3674,G3675,G3678,G3680,G3682,G3683,G3684,G3686,G3687,G3688,G3689,G3691,G3692,G3693,G3694,G3695,G3697,G3698,G3699,G3701,G3704,G3725,G3726,G3730,G3742,G3747,G3782
2018-06-01 00:00:00,74.0,84.0,70.0,79.0,76.0,80.0,74.0,82.0,67.0,77.0,67.0,86.0,84.0,78.0,74.0,68.0,82.0,73.0,79.0,78.0,76.0,82.0,82.0,71.0,77.0,77.0,72.0,78.0,77.0,74.0,87.0,81.0,67.0,82.0,73.0,88.0,84.0,76.0,73.0,91.0,81.0,69.0,73.0,77.0,80.0,84.0,73.0,77.0,74.0,76.0,81.0,72.0,71.0,75.0,75.0,85.0,74.0,78.0,74.0,76.0,79.0,71.0,81.0,78.0,75.0,91.0,77.0,73.0,73.0,70.0,75.0,77.0,82.0,69.0,66.0,73.0,75.0,79.0,78.0,87.0,73.0,79.0,72.0,68.0,71.0,71.0,74.0,90.0,,68.0,74.0,70.0,72.0,73.0,89.0,76.0,80.0,71.0,73.0,73.0,83.0,90.0,76.0,82.0,85.0,76.0,82.0,78.0,93.0,87.0,72.0,73.0,84.0,80.0,83.0,77.0,71.0,86.0,81.0,92.0,73.0,79.0,87.0,74.0,88.0,76.0,78.0,86.0,75.0,83.0,80.0,65.0,90.0,83.0,77.0,85.0
2018-06-01 01:00:00,82.0,85.0,73.0,82.0,77.0,80.0,77.0,84.0,67.0,80.0,72.0,82.0,86.0,80.0,76.0,70.0,88.0,73.0,82.0,80.0,78.0,86.0,83.0,76.0,80.0,78.0,73.0,83.0,77.0,77.0,88.0,80.0,71.0,81.0,76.0,91.0,87.0,77.0,90.0,92.0,83.0,75.0,81.0,79.0,80.0,84.0,73.0,78.0,77.0,75.0,83.0,77.0,71.0,77.0,74.0,83.0,76.0,79.0,75.0,79.0,85.0,72.0,82.0,78.0,74.0,87.0,78.0,73.0,77.0,70.0,76.0,80.0,81.0,70.0,67.0,72.0,73.0,84.0,79.0,88.0,81.0,80.0,77.0,71.0,73.0,73.0,77.0,90.0,76.0,74.0,73.0,72.0,76.0,80.0,86.0,78.0,82.0,72.0,75.0,77.0,80.0,94.0,76.0,83.0,90.0,77.0,89.0,79.0,92.0,89.0,73.0,74.0,82.0,83.0,85.0,87.0,75.0,77.0,81.0,94.0,77.0,79.0,76.0,74.0,89.0,77.0,81.0,86.0,76.0,84.0,81.0,66.0,90.0,82.0,79.0,87.0
2018-06-01 02:00:00,80.0,86.0,70.0,83.0,81.0,79.0,77.0,86.0,72.0,82.0,75.0,87.0,84.0,81.0,82.0,70.0,82.0,75.0,86.0,82.0,89.0,82.0,81.0,76.0,81.0,82.0,76.0,86.0,79.0,76.0,90.0,83.0,79.0,84.0,75.0,90.0,87.0,79.0,82.0,93.0,84.0,72.0,81.0,80.0,81.0,86.0,77.0,79.0,76.0,78.0,83.0,79.0,75.0,79.0,76.0,85.0,75.0,79.0,77.0,78.0,85.0,72.0,82.0,81.0,78.0,87.0,77.0,71.0,75.0,70.0,81.0,80.0,80.0,71.0,67.0,73.0,77.0,89.0,79.0,89.0,82.0,81.0,75.0,72.0,73.0,84.0,74.0,91.0,77.0,74.0,75.0,75.0,77.0,78.0,88.0,81.0,81.0,76.0,75.0,76.0,83.0,94.0,78.0,84.0,90.0,80.0,94.0,78.0,93.0,84.0,77.0,74.0,84.0,82.0,84.0,89.0,77.0,94.0,80.0,94.0,82.0,,89.0,78.0,92.0,81.0,83.0,88.0,79.0,83.0,85.0,69.0,91.0,84.0,78.0,87.0
2018-06-01 03:00:00,80.0,87.0,69.0,87.0,84.0,79.0,83.0,84.0,73.0,84.0,75.0,88.0,88.0,80.0,83.0,70.0,85.0,77.0,87.0,82.0,85.0,83.0,82.0,77.0,82.0,85.0,77.0,89.0,87.0,77.0,90.0,81.0,74.0,85.0,75.0,93.0,90.0,82.0,96.0,94.0,89.0,72.0,80.0,80.0,83.0,86.0,78.0,80.0,79.0,80.0,84.0,80.0,74.0,84.0,79.0,83.0,77.0,77.0,77.0,81.0,87.0,72.0,83.0,83.0,81.0,89.0,79.0,74.0,78.0,72.0,83.0,82.0,82.0,73.0,72.0,72.0,78.0,86.0,81.0,91.0,78.0,84.0,78.0,71.0,77.0,83.0,79.0,90.0,78.0,74.0,78.0,77.0,75.0,79.0,87.0,84.0,83.0,77.0,78.0,79.0,83.0,95.0,81.0,83.0,94.0,85.0,93.0,81.0,92.0,83.0,78.0,77.0,82.0,83.0,85.0,90.0,81.0,84.0,80.0,95.0,82.0,83.0,91.0,80.0,94.0,84.0,82.0,90.0,78.0,83.0,87.0,72.0,,86.0,79.0,83.0
2018-06-01 04:00:00,82.0,83.0,79.0,87.0,82.0,80.0,87.0,84.0,74.0,82.0,77.0,89.0,89.0,83.0,85.0,72.0,87.0,77.0,89.0,82.0,89.0,86.0,77.0,79.0,85.0,85.0,78.0,90.0,88.0,80.0,89.0,82.0,78.0,86.0,78.0,91.0,91.0,82.0,90.0,94.0,86.0,76.0,82.0,84.0,85.0,83.0,80.0,83.0,80.0,78.0,85.0,88.0,73.0,81.0,79.0,84.0,77.0,78.0,80.0,83.0,88.0,75.0,83.0,82.0,79.0,89.0,77.0,74.0,82.0,73.0,81.0,82.0,82.0,74.0,73.0,74.0,81.0,90.0,81.0,91.0,80.0,86.0,81.0,73.0,76.0,84.0,80.0,91.0,80.0,77.0,76.0,78.0,78.0,81.0,83.0,82.0,84.0,79.0,80.0,79.0,85.0,93.0,84.0,83.0,96.0,86.0,90.0,79.0,94.0,83.0,83.0,80.0,85.0,84.0,85.0,93.0,88.0,78.0,81.0,95.0,83.0,80.0,92.0,79.0,93.0,82.0,86.0,88.0,79.0,83.0,87.0,73.0,90.0,84.0,81.0,85.0
2018-06-01 05:00:00,82.0,82.0,72.0,91.0,82.0,80.0,89.0,85.0,75.0,83.0,85.0,90.0,87.0,82.0,87.0,72.0,88.0,86.0,89.0,82.0,91.0,87.0,80.0,77.0,86.0,83.0,83.0,92.0,90.0,84.0,90.0,82.0,84.0,87.0,79.0,94.0,93.0,84.0,94.0,95.0,87.0,78.0,84.0,82.0,85.0,85.0,81.0,85.0,79.0,78.0,85.0,89.0,75.0,85.0,81.0,83.0,80.0,79.0,80.0,82.0,89.0,75.0,84.0,83.0,83.0,91.0,76.0,78.0,80.0,74.0,81.0,83.0,80.0,74.0,75.0,75.0,80.0,94.0,84.0,92.0,86.0,87.0,78.0,74.0,80.0,91.0,78.0,92.0,83.0,78.0,76.0,81.0,80.0,83.0,84.0,83.0,85.0,81.0,80.0,79.0,80.0,96.0,80.0,84.0,95.0,82.0,99.0,80.0,92.0,79.0,83.0,80.0,79.0,84.0,88.0,94.0,88.0,91.0,77.0,95.0,85.0,88.0,92.0,80.0,93.0,82.0,86.0,90.0,81.0,84.0,87.0,83.0,89.0,86.0,81.0,86.0
2018-06-01 06:00:00,82.0,83.0,73.0,86.0,85.0,79.0,83.0,86.0,75.0,83.0,91.0,91.0,91.0,82.0,83.0,73.0,93.0,85.0,90.0,82.0,92.0,87.0,83.0,77.0,87.0,82.0,87.0,92.0,91.0,83.0,92.0,83.0,89.0,89.0,83.0,93.0,94.0,86.0,88.0,95.0,87.0,79.0,85.0,86.0,87.0,90.0,80.0,86.0,79.0,80.0,87.0,92.0,74.0,88.0,81.0,85.0,81.0,78.0,80.0,83.0,92.0,75.0,83.0,83.0,90.0,84.0,79.0,79.0,82.0,76.0,80.0,82.0,77.0,75.0,74.0,77.0,81.0,96.0,84.0,93.0,90.0,88.0,84.0,75.0,79.0,93.0,82.0,90.0,84.0,82.0,80.0,82.0,78.0,83.0,,83.0,84.0,81.0,81.0,77.0,82.0,96.0,80.0,84.0,96.0,89.0,100.0,82.0,92.0,82.0,86.0,81.0,83.0,82.0,88.0,94.0,91.0,91.0,78.0,96.0,86.0,91.0,92.0,83.0,93.0,85.0,88.0,86.0,81.0,84.0,89.0,83.0,89.0,84.0,83.0,86.0
2018-06-01 07:00:00,80.0,80.0,66.0,84.0,82.0,75.0,73.0,83.0,72.0,83.0,84.0,85.0,88.0,78.0,82.0,73.0,86.0,83.0,82.0,82.0,87.0,87.0,82.0,75.0,83.0,83.0,84.0,88.0,83.0,82.0,86.0,80.0,84.0,85.0,76.0,85.0,91.0,75.0,81.0,92.0,85.0,78.0,85.0,84.0,81.0,83.0,77.0,77.0,75.0,75.0,84.0,87.0,72.0,80.0,75.0,81.0,80.0,80.0,79.0,78.0,87.0,71.0,80.0,78.0,81.0,83.0,77.0,71.0,79.0,71.0,74.0,80.0,74.0,75.0,72.0,74.0,82.0,89.0,84.0,89.0,82.0,83.0,79.0,73.0,75.0,89.0,78.0,85.0,81.0,73.0,77.0,74.0,78.0,78.0,80.0,81.0,80.0,78.0,81.0,76.0,81.0,88.0,78.0,83.0,90.0,80.0,100.0,75.0,88.0,78.0,81.0,73.0,78.0,83.0,82.0,85.0,81.0,88.0,77.0,90.0,83.0,82.0,85.0,78.0,86.0,82.0,80.0,83.0,84.0,84.0,88.0,93.0,83.0,75.0,78.0,87.0
2018-06-01 08:00:00,77.0,75.0,62.0,69.0,80.0,75.0,70.0,77.0,65.0,83.0,66.0,78.0,76.0,74.0,66.0,75.0,78.0,73.0,76.0,82.0,68.0,83.0,76.0,71.0,78.0,77.0,71.0,74.0,76.0,78.0,76.0,76.0,72.0,72.0,73.0,77.0,75.0,69.0,84.0,78.0,84.0,76.0,77.0,74.0,75.0,85.0,60.0,67.0,68.0,70.0,75.0,77.0,75.0,72.0,71.0,80.0,75.0,75.0,75.0,76.0,82.0,60.0,81.0,75.0,73.0,78.0,73.0,66.0,72.0,69.0,77.0,83.0,73.0,70.0,66.0,69.0,75.0,66.0,82.0,75.0,72.0,87.0,79.0,73.0,68.0,72.0,62.0,87.0,68.0,69.0,76.0,64.0,71.0,78.0,77.0,80.0,77.0,67.0,74.0,70.0,79.0,75.0,73.0,83.0,74.0,75.0,86.0,73.0,74.0,75.0,79.0,68.0,78.0,,79.0,69.0,73.0,87.0,77.0,77.0,68.0,72.0,70.0,76.0,81.0,80.0,71.0,78.0,68.0,82.0,80.0,91.0,79.0,71.0,75.0,83.0
2018-06-01 09:00:00,64.0,72.0,57.0,58.0,74.0,73.0,65.0,76.0,62.0,85.0,63.0,73.0,70.0,68.0,68.0,70.0,69.0,60.0,69.0,81.0,61.0,82.0,69.0,68.0,69.0,64.0,64.0,74.0,69.0,72.0,74.0,76.0,63.0,70.0,71.0,72.0,68.0,67.0,82.0,74.0,79.0,64.0,71.0,64.0,74.0,80.0,58.0,58.0,58.0,73.0,65.0,69.0,72.0,66.0,67.0,77.0,69.0,70.0,70.0,75.0,75.0,63.0,81.0,79.0,60.0,81.0,69.0,61.0,68.0,68.0,76.0,81.0,77.0,65.0,64.0,66.0,65.0,61.0,83.0,70.0,58.0,87.0,73.0,68.0,61.0,65.0,61.0,81.0,62.0,66.0,71.0,60.0,67.0,72.0,84.0,80.0,79.0,61.0,61.0,63.0,74.0,77.0,68.0,85.0,75.0,71.0,87.0,77.0,85.0,79.0,71.0,64.0,74.0,69.0,73.0,60.0,67.0,75.0,73.0,80.0,55.0,68.0,69.0,68.0,77.0,74.0,66.0,82.0,62.0,79.0,81.0,95.0,78.0,69.0,64.0,83.0
2018-06-01 10:00:00,61.0,70.0,52.0,67.0,68.0,67.0,61.0,73.0,57.0,79.0,63.0,70.0,69.0,61.0,66.0,62.0,59.0,61.0,68.0,81.0,60.0,82.0,70.0,62.0,66.0,59.0,65.0,69.0,64.0,63.0,77.0,74.0,63.0,64.0,62.0,64.0,65.0,64.0,70.0,70.0,77.0,60.0,64.0,61.0,77.0,75.0,60.0,55.0,59.0,76.0,48.0,56.0,70.0,62.0,61.0,74.0,63.0,67.0,66.0,68.0,77.0,58.0,76.0,78.0,58.0,79.0,67.0,54.0,63.0,60.0,79.0,79.0,70.0,59.0,59.0,60.0,55.0,58.0,81.0,62.0,56.0,84.0,74.0,62.0,60.0,62.0,56.0,80.0,62.0,56.0,68.0,60.0,61.0,56.0,82.0,74.0,73.0,55.0,62.0,61.0,72.0,79.0,51.0,81.0,64.0,62.0,87.0,77.0,76.0,72.0,58.0,59.0,74.0,68.0,66.0,56.0,61.0,88.0,69.0,79.0,54.0,68.0,61.0,72.0,75.0,68.0,66.0,73.0,59.0,76.0,79.0,86.0,81.0,67.0,59.0,79.0
2018-06-01 11:00:00,59.0,66.0,51.0,60.0,67.0,60.0,57.0,78.0,58.0,75.0,60.0,68.0,71.0,63.0,61.0,56.0,62.0,65.0,64.0,76.0,60.0,77.0,67.0,62.0,58.0,64.0,66.0,61.0,61.0,58.0,76.0,72.0,59.0,66.0,58.0,60.0,67.0,63.0,67.0,62.0,71.0,54.0,60.0,60.0,71.0,74.0,58.0,49.0,60.0,69.0,56.0,54.0,76.0,58.0,66.0,72.0,58.0,62.0,60.0,63.0,75.0,55.0,78.0,72.0,61.0,79.0,66.0,52.0,59.0,61.0,77.0,76.0,66.0,57.0,60.0,64.0,50.0,56.0,80.0,56.0,60.0,79.0,73.0,60.0,58.0,67.0,60.0,71.0,60.0,56.0,71.0,57.0,55.0,56.0,83.0,70.0,77.0,,56.0,54.0,68.0,79.0,56.0,80.0,69.0,58.0,74.0,79.0,74.0,76.0,63.0,53.0,70.0,70.0,61.0,61.0,57.0,84.0,66.0,93.0,57.0,66.0,52.0,65.0,84.0,67.0,57.0,66.0,54.0,78.0,71.0,86.0,75.0,67.0,54.0,77.0
2018-06-01 12:00:00,61.0,70.0,49.0,60.0,59.0,58.0,59.0,77.0,55.0,75.0,59.0,69.0,64.0,62.0,56.0,63.0,59.0,60.0,62.0,73.0,56.0,77.0,62.0,64.0,57.0,64.0,84.0,72.0,70.0,62.0,73.0,76.0,58.0,67.0,63.0,64.0,70.0,62.0,66.0,66.0,66.0,56.0,60.0,56.0,93.0,67.0,56.0,53.0,62.0,62.0,62.0,63.0,69.0,57.0,66.0,77.0,63.0,59.0,62.0,61.0,80.0,54.0,80.0,63.0,58.0,84.0,65.0,54.0,58.0,60.0,64.0,72.0,61.0,56.0,57.0,58.0,53.0,58.0,77.0,61.0,63.0,73.0,78.0,61.0,56.0,90.0,51.0,64.0,53.0,55.0,71.0,54.0,58.0,57.0,78.0,64.0,76.0,51.0,57.0,61.0,60.0,80.0,58.0,75.0,68.0,58.0,76.0,77.0,63.0,69.0,53.0,59.0,65.0,62.0,65.0,61.0,57.0,88.0,59.0,89.0,59.0,60.0,55.0,61.0,98.0,59.0,66.0,55.0,53.0,73.0,71.0,92.0,81.0,70.0,56.0,70.0
2018-06-01 13:00:00,96.0,75.0,81.0,59.0,61.0,45.0,63.0,77.0,77.0,76.0,75.0,75.0,70.0,69.0,66.0,62.0,55.0,52.0,65.0,74.0,72.0,73.0,63.0,73.0,49.0,55.0,85.0,70.0,68.0,84.0,87.0,66.0,84.0,66.0,88.0,78.0,73.0,67.0,68.0,86.0,65.0,59.0,68.0,75.0,77.0,55.0,61.0,91.0,74.0,54.0,57.0,83.0,77.0,87.0,65.0,80.0,60.0,69.0,80.0,63.0,67.0,97.0,68.0,57.0,52.0,83.0,65.0,72.0,57.0,65.0,55.0,66.0,52.0,73.0,65.0,64.0,49.0,56.0,66.0,88.0,53.0,63.0,73.0,70.0,94.0,73.0,65.0,55.0,60.0,90.0,71.0,58.0,55.0,86.0,76.0,71.0,66.0,59.0,50.0,56.0,49.0,76.0,51.0,67.0,59.0,65.0,80.0,75.0,53.0,68.0,49.0,62.0,,58.0,71.0,55.0,88.0,93.0,52.0,79.0,58.0,52.0,83.0,56.0,82.0,61.0,62.0,50.0,93.0,72.0,68.0,96.0,83.0,70.0,65.0,72.0
2018-06-01 14:00:00,95.0,74.0,78.0,89.0,58.0,65.0,100.0,88.0,89.0,71.0,97.0,78.0,85.0,85.0,91.0,78.0,64.0,73.0,94.0,70.0,95.0,64.0,70.0,80.0,64.0,77.0,90.0,98.0,82.0,91.0,87.0,70.0,98.0,73.0,86.0,96.0,81.0,90.0,70.0,96.0,64.0,78.0,86.0,93.0,82.0,67.0,96.0,93.0,79.0,63.0,76.0,84.0,82.0,94.0,74.0,74.0,85.0,75.0,91.0,53.0,76.0,98.0,77.0,57.0,77.0,89.0,74.0,96.0,78.0,76.0,61.0,59.0,68.0,88.0,100.0,80.0,53.0,75.0,73.0,91.0,79.0,75.0,80.0,80.0,100.0,98.0,97.0,68.0,88.0,86.0,78.0,90.0,67.0,91.0,87.0,68.0,80.0,93.0,69.0,78.0,65.0,90.0,58.0,64.0,67.0,87.0,95.0,83.0,76.0,87.0,58.0,84.0,65.0,,91.0,74.0,92.0,95.0,67.0,87.0,75.0,71.0,91.0,69.0,87.0,58.0,81.0,67.0,90.0,68.0,78.0,98.0,78.0,74.0,81.0,64.0
2018-06-01 15:00:00,93.0,84.0,82.0,95.0,60.0,67.0,100.0,88.0,86.0,71.0,92.0,81.0,84.0,83.0,88.0,75.0,74.0,72.0,91.0,66.0,95.0,72.0,74.0,82.0,73.0,77.0,96.0,94.0,77.0,94.0,87.0,84.0,93.0,78.0,87.0,94.0,85.0,92.0,85.0,92.0,70.0,80.0,90.0,89.0,89.0,72.0,92.0,88.0,83.0,69.0,76.0,82.0,81.0,88.0,77.0,82.0,80.0,79.0,86.0,70.0,80.0,96.0,81.0,71.0,83.0,94.0,77.0,95.0,80.0,78.0,70.0,64.0,70.0,89.0,97.0,78.0,68.0,78.0,80.0,88.0,77.0,83.0,85.0,76.0,100.0,90.0,97.0,74.0,89.0,84.0,84.0,86.0,74.0,89.0,88.0,65.0,84.0,86.0,76.0,78.0,70.0,94.0,70.0,70.0,76.0,87.0,100.0,88.0,83.0,93.0,69.0,85.0,66.0,75.0,83.0,79.0,90.0,97.0,74.0,86.0,87.0,84.0,91.0,71.0,89.0,60.0,90.0,80.0,90.0,74.0,85.0,99.0,86.0,84.0,80.0,66.0
2018-06-01 16:00:00,88.0,84.0,80.0,93.0,72.0,67.0,91.0,88.0,82.0,76.0,89.0,80.0,79.0,77.0,89.0,74.0,77.0,74.0,89.0,67.0,94.0,72.0,72.0,75.0,76.0,77.0,95.0,94.0,76.0,94.0,86.0,83.0,89.0,82.0,78.0,88.0,86.0,92.0,90.0,88.0,74.0,78.0,86.0,83.0,90.0,69.0,83.0,81.0,74.0,70.0,74.0,80.0,80.0,84.0,82.0,84.0,75.0,76.0,79.0,73.0,79.0,85.0,79.0,72.0,77.0,97.0,74.0,91.0,78.0,70.0,73.0,70.0,68.0,84.0,87.0,72.0,72.0,79.0,78.0,86.0,75.0,82.0,86.0,73.0,100.0,95.0,86.0,81.0,84.0,81.0,84.0,80.0,76.0,88.0,87.0,73.0,82.0,85.0,77.0,74.0,71.0,93.0,72.0,68.0,74.0,84.0,100.0,87.0,83.0,91.0,71.0,75.0,70.0,,79.0,79.0,85.0,99.0,70.0,84.0,83.0,82.0,84.0,72.0,87.0,72.0,83.0,80.0,84.0,71.0,86.0,99.0,83.0,84.0,78.0,70.0
2018-06-01 17:00:00,89.0,84.0,81.0,88.0,70.0,70.0,83.0,87.0,78.0,67.0,88.0,79.0,83.0,76.0,86.0,73.0,74.0,74.0,92.0,62.0,89.0,74.0,69.0,74.0,74.0,77.0,95.0,85.0,74.0,86.0,85.0,82.0,86.0,81.0,79.0,82.0,88.0,82.0,95.0,80.0,70.0,78.0,89.0,85.0,89.0,70.0,83.0,84.0,75.0,68.0,73.0,80.0,79.0,82.0,81.0,85.0,75.0,76.0,78.0,69.0,82.0,83.0,79.0,71.0,76.0,96.0,73.0,79.0,77.0,73.0,75.0,69.0,69.0,78.0,80.0,77.0,73.0,78.0,79.0,77.0,75.0,81.0,85.0,72.0,95.0,84.0,84.0,79.0,84.0,81.0,82.0,81.0,78.0,87.0,86.0,68.0,82.0,82.0,74.0,72.0,72.0,91.0,73.0,68.0,75.0,76.0,100.0,87.0,84.0,91.0,73.0,73.0,66.0,,78.0,77.0,83.0,99.0,72.0,80.0,78.0,78.0,84.0,73.0,86.0,70.0,82.0,74.0,82.0,71.0,84.0,99.0,83.0,84.0,79.0,69.0
2018-06-01 18:00:00,88.0,85.0,81.0,84.0,77.0,71.0,82.0,88.0,76.0,74.0,86.0,81.0,84.0,77.0,86.0,75.0,76.0,74.0,91.0,67.0,88.0,76.0,72.0,76.0,75.0,77.0,86.0,83.0,77.0,81.0,86.0,84.0,83.0,84.0,81.0,82.0,87.0,84.0,96.0,83.0,78.0,79.0,88.0,84.0,89.0,73.0,82.0,85.0,78.0,71.0,73.0,82.0,79.0,82.0,81.0,85.0,78.0,76.0,78.0,76.0,84.0,82.0,81.0,74.0,76.0,97.0,73.0,79.0,77.0,72.0,76.0,72.0,70.0,78.0,79.0,75.0,74.0,77.0,81.0,76.0,75.0,81.0,86.0,73.0,92.0,83.0,80.0,79.0,84.0,81.0,83.0,79.0,74.0,87.0,87.0,74.0,83.0,81.0,75.0,73.0,74.0,93.0,72.0,72.0,76.0,80.0,100.0,88.0,86.0,92.0,75.0,75.0,63.0,74.0,81.0,78.0,83.0,100.0,73.0,85.0,77.0,80.0,88.0,73.0,88.0,77.0,81.0,75.0,85.0,74.0,85.0,99.0,85.0,85.0,79.0,73.0
2018-06-01 19:00:00,89.0,85.0,83.0,84.0,80.0,73.0,82.0,88.0,77.0,81.0,87.0,82.0,85.0,78.0,85.0,78.0,78.0,76.0,90.0,72.0,90.0,81.0,75.0,77.0,78.0,77.0,92.0,83.0,78.0,82.0,86.0,84.0,82.0,84.0,80.0,84.0,87.0,83.0,99.0,84.0,81.0,80.0,90.0,85.0,90.0,74.0,84.0,86.0,78.0,72.0,75.0,84.0,80.0,83.0,84.0,86.0,80.0,80.0,80.0,78.0,87.0,80.0,82.0,75.0,78.0,97.0,77.0,76.0,78.0,77.0,78.0,75.0,72.0,82.0,78.0,78.0,75.0,78.0,82.0,80.0,77.0,83.0,86.0,77.0,91.0,83.0,76.0,80.0,85.0,83.0,87.0,82.0,79.0,88.0,88.0,78.0,84.0,83.0,78.0,74.0,75.0,94.0,75.0,73.0,79.0,83.0,100.0,88.0,88.0,94.0,77.0,78.0,70.0,76.0,84.0,79.0,86.0,100.0,75.0,87.0,78.0,,87.0,75.0,90.0,80.0,83.0,75.0,84.0,76.0,86.0,99.0,86.0,85.0,80.0,77.0
2018-06-01 20:00:00,89.0,84.0,84.0,85.0,82.0,74.0,84.0,89.0,78.0,82.0,86.0,85.0,86.0,78.0,87.0,80.0,81.0,78.0,92.0,74.0,87.0,81.0,76.0,77.0,80.0,77.0,93.0,82.0,81.0,83.0,87.0,84.0,82.0,85.0,79.0,85.0,88.0,84.0,97.0,85.0,83.0,80.0,89.0,88.0,90.0,75.0,84.0,85.0,78.0,76.0,75.0,86.0,80.0,85.0,84.0,86.0,80.0,79.0,82.0,81.0,86.0,81.0,81.0,78.0,79.0,98.0,73.0,81.0,79.0,79.0,80.0,76.0,73.0,84.0,79.0,81.0,78.0,79.0,85.0,83.0,78.0,85.0,85.0,79.0,88.0,84.0,84.0,83.0,84.0,85.0,87.0,81.0,80.0,88.0,88.0,81.0,85.0,84.0,79.0,75.0,76.0,93.0,81.0,75.0,81.0,84.0,100.0,88.0,90.0,95.0,80.0,79.0,73.0,78.0,86.0,82.0,90.0,100.0,75.0,90.0,78.0,81.0,90.0,77.0,90.0,82.0,84.0,82.0,83.0,78.0,86.0,99.0,84.0,86.0,81.0,79.0
2018-06-01 21:00:00,90.0,85.0,85.0,85.0,84.0,75.0,92.0,88.0,78.0,82.0,85.0,86.0,87.0,80.0,88.0,82.0,82.0,79.0,93.0,76.0,83.0,81.0,78.0,76.0,81.0,77.0,93.0,82.0,81.0,85.0,86.0,84.0,83.0,85.0,79.0,85.0,88.0,85.0,98.0,84.0,84.0,81.0,92.0,91.0,90.0,76.0,87.0,83.0,78.0,77.0,79.0,83.0,79.0,85.0,85.0,87.0,80.0,82.0,82.0,82.0,85.0,81.0,82.0,79.0,79.0,98.0,78.0,81.0,80.0,79.0,81.0,79.0,73.0,84.0,80.0,80.0,78.0,81.0,85.0,84.0,79.0,84.0,86.0,80.0,89.0,83.0,84.0,85.0,87.0,86.0,88.0,83.0,81.0,90.0,87.0,82.0,85.0,85.0,81.0,75.0,77.0,93.0,81.0,77.0,81.0,84.0,100.0,89.0,91.0,94.0,80.0,80.0,75.0,80.0,85.0,82.0,84.0,100.0,77.0,89.0,81.0,83.0,83.0,78.0,90.0,84.0,86.0,83.0,85.0,81.0,87.0,99.0,86.0,86.0,83.0,81.0
2018-06-01 22:00:00,90.0,85.0,84.0,85.0,83.0,76.0,92.0,86.0,78.0,82.0,86.0,84.0,87.0,79.0,88.0,82.0,82.0,79.0,94.0,78.0,87.0,82.0,78.0,80.0,82.0,77.0,93.0,83.0,81.0,85.0,84.0,83.0,84.0,85.0,81.0,83.0,89.0,85.0,100.0,82.0,85.0,84.0,93.0,90.0,89.0,77.0,86.0,85.0,79.0,78.0,79.0,86.0,76.0,85.0,84.0,88.0,78.0,80.0,79.0,81.0,82.0,81.0,82.0,80.0,81.0,98.0,78.0,81.0,81.0,79.0,82.0,79.0,77.0,85.0,80.0,81.0,79.0,82.0,85.0,83.0,80.0,84.0,86.0,81.0,90.0,83.0,85.0,85.0,88.0,86.0,88.0,84.0,80.0,90.0,87.0,82.0,84.0,85.0,81.0,78.0,79.0,93.0,81.0,78.0,81.0,84.0,100.0,87.0,92.0,,80.0,80.0,76.0,,84.0,83.0,86.0,100.0,77.0,86.0,81.0,83.0,85.0,78.0,87.0,83.0,85.0,84.0,84.0,80.0,87.0,99.0,86.0,86.0,82.0,82.0
2018-06-01 23:00:00,89.0,85.0,84.0,84.0,84.0,77.0,94.0,86.0,79.0,83.0,85.0,82.0,87.0,80.0,88.0,81.0,81.0,80.0,94.0,77.0,84.0,82.0,78.0,79.0,81.0,78.0,93.0,83.0,81.0,86.0,85.0,83.0,83.0,84.0,81.0,80.0,87.0,84.0,100.0,84.0,85.0,81.0,90.0,89.0,89.0,80.0,86.0,83.0,81.0,78.0,80.0,86.0,78.0,86.0,83.0,86.0,77.0,78.0,78.0,82.0,83.0,81.0,79.0,81.0,80.0,97.0,79.0,81.0,81.0,80.0,84.0,80.0,79.0,85.0,80.0,78.0,80.0,82.0,83.0,81.0,80.0,84.0,85.0,79.0,90.0,84.0,85.0,87.0,86.0,85.0,87.0,84.0,81.0,88.0,86.0,83.0,83.0,86.0,81.0,78.0,79.0,92.0,84.0,79.0,82.0,84.0,100.0,88.0,92.0,93.0,82.0,80.0,76.0,82.0,82.0,83.0,87.0,100.0,79.0,85.0,80.0,83.0,86.0,79.0,84.0,84.0,85.0,84.0,84.0,82.0,86.0,99.0,83.0,85.0,82.0,82.0
